Bench Set,Name,Original Gate,Gate Reduced,AIG Time(s),Solver Time(s),Result
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.05,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,4.93,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,8.02,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.04,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.05,0.55,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.11,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.05,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,1.63,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.49,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.05,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.0,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.0,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.0,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.0,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.0,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.0,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,1.89,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,1.31,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,46,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,3525,440,0.11,0.20,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,17,0,0.06,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,7,0,0.06,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,149,64,0.06,0.01,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,46,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,22,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,14,1,0.06,0.07,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,128,7,0.06,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,26,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.06,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,38,3,0.06,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,40,9,0.06,1.42,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,26,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,22,1,0.05,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,5,0,0.06,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.06,0.0,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,22,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,36,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,85,46,0.06,0.02,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,46,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,46,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,46,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,36,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,26,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,33,2,0.06,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,46,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,40,9,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,22,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,36,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,22,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,22,1,0.06,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,1845,230,0.05,0.0,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,22,1,0.03,0.08,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,15,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,36,1,0.03,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,36,1,0.03,timeout,unknown
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.00,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.00,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.00,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.04,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.04,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.04,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.04,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.00,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.04,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.0,unsat
QF_FP,Newlib-BadKrozingenChallenge-Oversimplified,9,0,0.03,0.01,sat
